,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
3189,3189.0,2021-06-12 09:18:54.184791+00:00,x,y,2021-06-27 05:00:00+00:00,2021-06-27 06:55:00+00:00,beta,True,20,0,b-1,3189,10227
2201,2201.0,2021-07-26 13:16:06.570073+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,gamma,True,20,1,c-2,2201,10227
1483,1483.0,2021-08-15 16:28:57.015652+00:00,x,y,2021-08-23 10:35:00+00:00,2021-08-23 12:35:00+00:00,omega,True,20,1,d-3,1483,9900
1802,1802.0,2021-05-18 14:37:11.241639+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,alpha,True,15,1,a-1,1802,11716
4175,4175.0,2021-06-29 09:51:25.630861+00:00,x,y,2021-07-07 16:45:00+00:00,2021-07-07 18:45:00+00:00,gamma,True,20,1,c-6,4175,8697
87,87.0,2021-08-01 16:29:00.550114+00:00,x,y,2021-08-08 07:00:00+00:00,2021-08-08 09:00:00+00:00,alpha,True,15,1,a-5,87,8739
1184,1184.0,2021-08-01 12:04:36.704388+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,15,1,a-9,1184,8650
2708,2708.0,2021-06-23 11:31:45.708630+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 12:55:00+00:00,beta,True,40,0,b-69,2708,8697
3356,3356.0,2021-08-14 23:51:42.671615+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20,1,c-2,3356,9405
2026,2026.0,2021-04-28 01:39:01.251508+00:00,x,y,2021-05-22 13:30:00+00:00,2021-05-22 15:30:00+00:00,alpha,True,15,1,a-5,2026,11742
2784,2784.0,2021-03-02 12:40:41.043375+00:00,x,y,2021-04-09 05:00:00+00:00,2021-04-09 07:00:00+00:00,gamma,True,0,0,c-2,2784,8155
3431,3431.0,2021-08-26 10:02:07.096076+00:00,x,y,2021-09-04 04:00:00+00:00,2021-09-04 06:00:00+00:00,alpha,True,15,1,a-1,3431,9900
1385,1385.0,2021-05-29 17:25:59.932239+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,True,15,1,a-5,1385,8697
4892,4892.0,2021-08-04 19:34:25.545632+00:00,x,y,2021-08-20 04:40:00+00:00,2021-08-20 06:40:00+00:00,omega,True,20,1,d-1,4892,8650
995,995.0,2021-03-17 16:18:03.054051+00:00,x,y,2021-04-02 11:00:00+00:00,2021-04-02 12:55:00+00:00,beta,True,20,0,b-69,995,8739
2897,2897.0,2021-07-12 12:13:11.054826+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20,1,c-6,2897,10400
4641,4641.0,2021-06-30 07:39:13.581583+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15,1,a-7,4641,10227
324,324.0,2021-01-06 22:57:25.651731+00:00,x,y,2021-01-15 13:00:00+00:00,2021-01-15 15:00:00+00:00,alpha,True,0,0,a-5,324,10227
4544,4544.0,2021-07-07 07:34:26.574625+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,15,1,a-23,4544,9877
3521,3521.0,2021-07-03 14:20:51.931134+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35,1,a-5,3521,9877
3953,3953.0,2021-07-22 12:48:53.700746+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35,1,a-9,3953,8697
1504,1504.0,2021-07-12 13:50:54.387939+00:00,x,y,2021-08-03 09:45:00+00:00,2021-08-03 11:45:00+00:00,gamma,True,20,1,c-2,1504,13097
3203,3203.0,2021-07-04 14:09:21.584732+00:00,x,y,2021-07-14 14:00:00+00:00,2021-07-14 16:00:00+00:00,gamma,True,20,2,c-4,3203,8650
1281,1281.0,2021-08-07 06:42:24.560706+00:00,x,y,2021-08-08 13:00:00+00:00,2021-08-08 15:00:00+00:00,alpha,True,20,1,a-9,1281,8155
1841,1841.0,2021-05-20 21:24:58.982408+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 12:55:00+00:00,beta,True,40,0,b-69,1841,8697
3005,3005.0,2021-08-17 18:49:32.821077+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,20,1,a-7,3005,8650
3456,3456.0,2021-01-19 18:18:32.452241+00:00,x,y,2021-02-13 05:00:00+00:00,2021-02-13 06:55:00+00:00,beta,True,20,0,b-1,3456,8697
367,367.0,2021-07-13 16:15:18.266137+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20,1,c-6,367,10227
3939,3939.0,2021-07-13 05:14:11.918220+00:00,x,y,2021-08-28 14:00:00+00:00,2021-08-28 15:55:00+00:00,beta,True,20,0,b-9,3939,8697
2760,2760.0,2021-07-29 13:52:09.335579+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,True,15,1,a-1,2760,9150
38,38.0,2021-01-30 13:25:16.436445+00:00,x,y,2021-03-30 17:00:00+00:00,2021-03-30 18:59:00+00:00,gamma,True,32,2,c-6,38,8739
3364,3364.0,2021-06-17 03:22:05.588702+00:00,x,y,2021-07-05 07:00:00+00:00,2021-07-05 09:00:00+00:00,alpha,True,35,1,a-5,3364,8739
3606,3606.0,2021-08-03 16:51:50.108852+00:00,x,y,2021-08-12 05:00:00+00:00,2021-08-12 06:55:00+00:00,beta,True,20,0,b-1,3606,10227
1248,1248.0,2021-06-21 09:59:25.390687+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15,1,a-1,1248,9405
777,777.0,2021-05-22 04:47:22.811020+00:00,x,y,2021-05-22 11:00:00+00:00,2021-05-22 13:00:00+00:00,gamma,True,20,2,c-4,777,10227
2689,2689.0,2021-06-16 07:42:31.654280+00:00,x,y,2021-07-05 16:00:00+00:00,2021-07-05 18:00:00+00:00,alpha,True,35,1,a-23,2689,10227
116,116.0,2021-07-25 20:53:19.716186+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,True,15,1,a-5,116,10227
411,411.0,2021-08-15 11:54:39.889228+00:00,x,y,2021-08-25 04:40:00+00:00,2021-08-25 06:40:00+00:00,omega,True,20,1,d-1,411,11716
1804,1804.0,2021-02-15 07:57:48.617554+00:00,x,y,2021-02-20 11:00:00+00:00,2021-02-20 13:00:00+00:00,gamma,True,32,2,c-4,1804,10721
1222,1222.0,2021-08-22 16:55:18.313308+00:00,x,y,2021-10-31 10:00:00+00:00,2021-10-31 12:00:00+00:00,alpha,True,15,1,a-7,1222,8697
4282,4282.0,2021-08-10 05:46:12.116056+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,20,1,a-23,4282,10227
3415,3415.0,2021-01-13 14:29:07.081490+00:00,x,y,2021-01-25 13:00:00+00:00,2021-01-25 15:00:00+00:00,alpha,True,0,0,a-5,3415,8697
2072,2072.0,2021-08-25 06:59:06.504928+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,True,15,1,a-5,2072,8697
1289,1289.0,2021-07-08 12:04:16.749356+00:00,x,y,2021-07-29 09:45:00+00:00,2021-07-29 11:45:00+00:00,gamma,True,20,2,c-2,1289,8739
199,199.0,2021-08-04 09:52:24.092560+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,gamma,True,20,2,c-2,199,10227
270,270.0,2021-07-11 11:17:15.599333+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20,1,c-6,270,10227
2992,2992.0,2021-03-17 13:13:40.484911+00:00,x,y,2021-03-22 11:00:00+00:00,2021-03-22 12:55:00+00:00,beta,True,20,0,b-69,2992,8650
4808,4808.0,2021-06-28 07:27:21.437603+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,True,20,1,c-6,4808,11742
1425,1425.0,2021-05-31 18:40:01.278349+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,True,15,1,a-1,1425,13097
2386,2386.0,2021-05-24 07:38:44.194852+00:00,x,y,2021-05-24 16:00:00+00:00,2021-05-24 18:00:00+00:00,alpha,True,35,1,a-7,2386,8739
2087,2087.0,2021-07-10 13:28:17.436002+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,True,35,1,a-5,2087,8697
2426,2426.0,2021-08-15 13:52:27.190683+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15,1,a-23,2426,13097
2222,2222.0,2021-06-01 08:15:08.043559+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,True,15,1,a-23,2222,13097
1220,1220.0,2021-07-13 08:01:30.632716+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,True,20,1,c-6,1220,8739
825,825.0,2021-07-13 09:02:17.508963+00:00,x,y,2021-07-24 09:45:00+00:00,2021-07-24 11:45:00+00:00,gamma,True,20,2,c-2,825,10227
605,605.0,2021-03-10 12:24:36.252306+00:00,x,y,2021-03-14 11:00:00+00:00,2021-03-14 13:00:00+00:00,gamma,True,20,2,c-4,605,8697
1371,1371.0,2021-07-26 09:56:26.758731+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,35,1,a-9,1371,10400
2225,2225.0,2021-07-14 04:51:24.296950+00:00,x,y,2021-07-19 17:00:00+00:00,2021-07-19 18:59:00+00:00,gamma,True,20,2,c-6,2225,7400
3284,3284.0,2021-05-10 10:22:22.202804+00:00,x,y,2021-05-26 17:00:00+00:00,2021-05-26 18:59:00+00:00,gamma,True,20,1,c-6,3284,8697
832,832.0,2021-08-19 02:53:45.020354+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,alpha,True,20,1,a-5,832,8650
1633,1633.0,2021-07-26 01:43:25.973405+00:00,x,y,2021-08-06 11:00:00+00:00,2021-08-06 12:55:00+00:00,beta,True,40,0,b-69,1633,10227
434,434.0,2021-07-07 10:11:25.669244+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 16:00:00+00:00,gamma,True,20,2,c-4,434,8697
1900,1900.0,2021-05-15 14:55:45.910881+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20,2,c-2,1900,8739
2611,2611.0,2021-08-05 17:51:51.637736+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15,1,a-23,2611,13097
4939,4939.0,2021-04-13 02:45:11.404336+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,alpha,True,35,1,a-1,4939,11716
1272,1272.0,2021-08-24 11:09:37.108012+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 16:00:00+00:00,gamma,True,20,1,c-4,1272,8739
632,632.0,2021-07-30 07:55:35.990010+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,True,20,2,c-6,632,8697
2890,2890.0,2021-08-19 16:30:07.998986+00:00,x,y,2021-08-31 17:00:00+00:00,2021-08-31 18:59:00+00:00,gamma,True,20,1,c-6,2890,8697
4691,4691.0,2021-07-17 21:15:14.185245+00:00,x,y,2021-07-19 16:00:00+00:00,2021-07-19 18:00:00+00:00,alpha,True,35,1,a-23,4691,10227
3693,3693.0,2021-08-01 16:51:37.828614+00:00,x,y,2021-08-11 17:00:00+00:00,2021-08-11 18:59:00+00:00,gamma,True,20,1,c-6,3693,8739
1111,1111.0,2021-06-06 14:51:15.810373+00:00,x,y,2021-06-16 13:00:00+00:00,2021-06-16 15:00:00+00:00,alpha,True,35,1,a-9,1111,10227
3447,3447.0,2021-07-12 04:05:22.737044+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,15,1,a-9,3447,10227
2507,2507.0,2021-02-02 13:15:29.877876+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 13:00:00+00:00,gamma,True,32,1,c-4,2507,8697
855,855.0,2021-08-21 06:51:27.632830+00:00,x,y,2021-08-27 16:00:00+00:00,2021-08-27 18:00:00+00:00,alpha,True,15,1,a-9,855,9655
3258,3258.0,2021-06-10 12:59:22.148200+00:00,x,y,2021-06-14 05:00:00+00:00,2021-06-14 07:00:00+00:00,gamma,True,20,2,c-2,3258,9405
2709,2709.0,2021-01-29 17:35:30.664030+00:00,x,y,2021-03-18 16:00:00+00:00,2021-03-18 18:10:00+00:00,alpha,True,20,1,a-7,2709,8697
3579,3579.0,2021-07-14 00:58:47.743230+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,True,35,1,a-5,3579,8697
1049,1049.0,2021-03-25 20:20:26.425815+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,True,0,0,c-4,1049,8739
4382,4382.0,2021-03-12 14:43:30.031921+00:00,x,y,2021-03-19 05:00:00+00:00,2021-03-19 07:00:00+00:00,gamma,True,20,1,c-2,4382,10227
3535,3535.0,2021-06-09 09:54:33.444105+00:00,x,y,2021-07-15 07:00:00+00:00,2021-07-15 09:00:00+00:00,alpha,True,15,1,a-5,3535,10227
437,437.0,2021-08-01 09:03:58.382427+00:00,x,y,2021-09-07 14:00:00+00:00,2021-09-07 16:00:00+00:00,gamma,True,20,2,c-4,437,7400
2728,2728.0,2021-03-10 03:20:36.409727+00:00,x,y,2021-03-16 11:00:00+00:00,2021-03-16 12:55:00+00:00,beta,True,20,0,b-69,2728,9900
4798,4798.0,2021-03-14 10:18:23.045749+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 06:55:00+00:00,beta,True,20,0,b-1,4798,8739
0,0.0,2021-01-08 12:43:27.828728+00:00,x,y,2021-01-23 05:00:00+00:00,2021-01-23 07:00:00+00:00,gamma,True,0,0,c-2,0,7400
339,339.0,2021-02-25 02:34:35.848314+00:00,x,y,2021-03-14 14:00:00+00:00,2021-03-14 15:55:00+00:00,beta,True,20,0,b-9,339,8697
4453,4453.0,2021-07-31 09:26:05.403814+00:00,x,y,2021-08-05 04:00:00+00:00,2021-08-05 06:00:00+00:00,alpha,True,15,1,a-1,4453,8739
3945,3945.0,2021-02-20 07:05:54.175672+00:00,x,y,2021-03-01 05:00:00+00:00,2021-03-01 07:00:00+00:00,gamma,True,20,1,c-2,3945,9150
441,441.0,2021-06-14 09:15:42.433226+00:00,x,y,2021-07-07 17:00:00+00:00,2021-07-07 18:59:00+00:00,gamma,True,20,1,c-6,441,10227
4552,4552.0,2021-08-07 10:39:21.454589+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20,1,c-4,4552,10227
4719,4719.0,2021-08-05 03:09:32.455307+00:00,x,y,2021-08-08 10:35:00+00:00,2021-08-08 12:35:00+00:00,omega,True,20,1,d-3,4719,11716
2153,2153.0,2021-03-25 11:37:55.634373+00:00,x,y,2021-03-26 14:00:00+00:00,2021-03-26 15:55:00+00:00,beta,True,40,0,b-9,2153,9150
2891,2891.0,2021-08-20 12:15:40.305155+00:00,x,y,2021-08-26 16:00:00+00:00,2021-08-26 17:55:00+00:00,beta,True,40,0,b-19,2891,8697
3688,3688.0,2021-08-17 16:15:47.414006+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,15,1,a-1,3688,9645
33,33.0,2021-04-06 11:22:45.513322+00:00,x,y,2021-05-02 11:00:00+00:00,2021-05-02 13:00:00+00:00,gamma,True,20,1,c-4,33,8697
2665,2665.0,2021-08-09 14:05:16.440579+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,20,1,a-7,2665,10227
1228,1228.0,2021-02-09 10:25:53.429124+00:00,x,y,2021-02-11 05:00:00+00:00,2021-02-11 07:00:00+00:00,gamma,True,0,0,c-2,1228,8739
4551,4551.0,2021-06-28 23:13:58.614626+00:00,x,y,2021-08-07 16:00:00+00:00,2021-08-07 18:00:00+00:00,alpha,True,15,1,a-23,4551,10227
1052,1052.0,2021-02-14 14:56:40.336602+00:00,x,y,2021-03-13 05:00:00+00:00,2021-03-13 07:00:00+00:00,gamma,True,32,1,c-2,1052,8697
4724,4724.0,2021-08-17 19:47:12.949470+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,20,1,a-7,4724,13097
2927,2927.0,2021-08-14 19:49:06.850799+00:00,x,y,2021-08-16 16:00:00+00:00,2021-08-16 18:00:00+00:00,alpha,True,15,1,a-23,2927,10227
3007,3007.0,2021-08-15 13:36:25.854955+00:00,x,y,2021-08-31 05:00:00+00:00,2021-08-31 06:55:00+00:00,beta,True,20,0,b-1,3007,7400
4103,4103.0,2021-08-20 11:36:47.012661+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,True,20,2,c-2,4103,10227
2647,2647.0,2021-04-19 14:03:55.182120+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 07:00:00+00:00,gamma,True,20,2,c-2,2647,9877
1682,1682.0,2021-06-17 04:35:46.450872+00:00,x,y,2021-07-11 05:00:00+00:00,2021-07-11 06:55:00+00:00,beta,True,20,0,b-1,1682,8697
2043,2043.0,2021-06-23 05:49:33.346042+00:00,x,y,2021-08-07 13:00:00+00:00,2021-08-07 15:00:00+00:00,alpha,True,15,1,a-9,2043,8697
1447,1447.0,2021-01-23 09:04:34.455541+00:00,x,y,2021-01-31 05:00:00+00:00,2021-01-31 07:00:00+00:00,gamma,True,32,1,c-2,1447,9900
3433,3433.0,2021-06-08 12:39:42.301310+00:00,x,y,2021-06-13 04:00:00+00:00,2021-06-13 06:00:00+00:00,alpha,True,15,1,a-1,3433,8650
3697,3697.0,2021-04-21 05:41:21.955305+00:00,x,y,2021-04-28 05:00:00+00:00,2021-04-28 07:00:00+00:00,gamma,True,20,1,c-2,3697,11742
3589,3589.0,2021-06-06 18:03:48.908737+00:00,x,y,2021-10-01 05:00:00+00:00,2021-10-01 06:55:00+00:00,beta,True,20,0,b-1,3589,10400
1010,1010.0,2021-07-18 19:56:14.692149+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,True,20,1,c-6,1010,7400
1556,1556.0,2021-06-30 09:00:21.679352+00:00,x,y,2021-08-07 09:45:00+00:00,2021-08-07 11:45:00+00:00,gamma,True,20,1,c-2,1556,9900
7,7.0,2021-04-22 07:20:38.318085+00:00,x,y,2021-06-27 11:00:00+00:00,2021-06-27 13:00:00+00:00,gamma,True,20,1,c-4,7,8697
4940,4940.0,2021-03-22 11:51:08.174017+00:00,x,y,2021-04-23 17:00:00+00:00,2021-04-23 18:59:00+00:00,gamma,True,20,1,c-6,4940,8739
3317,3317.0,2021-08-15 15:37:32.095219+00:00,x,y,2021-08-17 16:00:00+00:00,2021-08-17 18:00:00+00:00,alpha,True,20,1,a-23,3317,7400
1918,1918.0,2021-08-02 17:55:14.676565+00:00,x,y,2021-08-04 10:00:00+00:00,2021-08-04 12:00:00+00:00,gamma,True,20,2,c-2,1918,8697
1350,1350.0,2021-05-02 23:45:16.187075+00:00,x,y,2021-05-04 17:00:00+00:00,2021-05-04 18:59:00+00:00,gamma,True,20,2,c-6,1350,9877
383,383.0,2021-07-17 09:22:05.790100+00:00,x,y,2021-08-02 05:00:00+00:00,2021-08-02 06:55:00+00:00,beta,True,40,0,b-1,383,8739
1231,1231.0,2021-02-09 14:06:05.802880+00:00,x,y,2021-02-17 05:00:00+00:00,2021-02-17 06:55:00+00:00,beta,True,35,0,b-1,1231,10227
2527,2527.0,2021-05-24 15:17:13.294304+00:00,x,y,2021-06-23 05:00:00+00:00,2021-06-23 07:00:00+00:00,alpha,True,15,1,a-1,2527,10227
1142,1142.0,2021-02-17 07:12:31.278686+00:00,x,y,2021-03-01 13:30:00+00:00,2021-03-01 15:40:00+00:00,alpha,True,35,1,a-5,1142,8697
3676,3676.0,2021-08-12 13:51:10.933609+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,True,20,1,a-9,3676,9900
3737,3737.0,2021-03-01 09:06:32.826651+00:00,x,y,2021-03-01 16:00:00+00:00,2021-03-01 18:10:00+00:00,alpha,True,15,1,a-7,3737,13675
646,646.0,2021-06-04 05:23:33.324133+00:00,x,y,2021-06-15 05:00:00+00:00,2021-06-15 07:00:00+00:00,gamma,True,20,1,c-2,646,8697
3279,3279.0,2021-08-14 12:15:42.612156+00:00,x,y,2021-08-17 10:35:00+00:00,2021-08-17 12:35:00+00:00,omega,True,20,1,d-3,3279,8739
417,417.0,2021-07-02 11:47:02.129591+00:00,x,y,2021-07-13 07:00:00+00:00,2021-07-13 09:00:00+00:00,alpha,True,35,1,a-5,417,10721
3525,3525.0,2021-07-14 03:13:29.537794+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20,1,c-4,3525,8739
1355,1355.0,2021-02-27 11:15:48.425465+00:00,x,y,2021-03-28 11:00:00+00:00,2021-03-28 12:55:00+00:00,beta,True,20,0,b-69,1355,11716
3951,3951.0,2021-02-17 14:32:45.396224+00:00,x,y,2021-03-01 05:15:00+00:00,2021-03-01 07:25:00+00:00,alpha,True,15,1,a-1,3951,10227
1493,1493.0,2021-04-21 15:24:05.601773+00:00,x,y,2021-06-07 17:00:00+00:00,2021-06-07 18:59:00+00:00,gamma,True,20,2,c-6,1493,10227
4294,4294.0,2021-07-23 08:24:22.409137+00:00,x,y,2021-07-24 14:00:00+00:00,2021-07-24 15:55:00+00:00,beta,True,40,0,b-9,4294,9150
2501,2501.0,2021-07-12 17:51:11.152413+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,35,1,a-23,2501,8739
3296,3296.0,2021-06-23 22:23:34.717900+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 16:00:00+00:00,gamma,True,20,1,c-4,3296,9405
3532,3532.0,2021-06-17 15:43:23.730269+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,True,20,1,c-2,3532,8697
4328,4328.0,2021-03-30 17:53:11.775738+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 06:55:00+00:00,beta,True,20,0,b-1,4328,32545
2495,2495.0,2021-06-03 17:49:05.595944+00:00,x,y,2021-07-14 04:00:00+00:00,2021-07-14 06:00:00+00:00,alpha,True,15,1,a-1,2495,8697
606,606.0,2021-08-27 07:43:39.448039+00:00,x,y,2021-09-13 10:00:00+00:00,2021-09-13 12:00:00+00:00,alpha,True,15,1,a-7,606,8697
1881,1881.0,2021-03-28 08:38:27.846260+00:00,x,y,2021-03-29 16:45:00+00:00,2021-03-29 18:40:00+00:00,beta,True,20,0,b-19,1881,8739
4293,4293.0,2021-01-17 20:16:53.156481+00:00,x,y,2021-02-22 17:00:00+00:00,2021-02-22 18:59:00+00:00,gamma,True,0,0,c-6,4293,7400
3885,3885.0,2021-02-24 06:03:52.416749+00:00,x,y,2021-02-27 11:00:00+00:00,2021-02-27 13:00:00+00:00,gamma,True,20,2,c-4,3885,11716
4491,4491.0,2021-06-02 16:34:16.584708+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20,1,c-6,4491,8697
4896,4896.0,2021-08-10 07:45:20.157163+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15,1,a-23,4896,8739
1741,1741.0,2021-08-24 08:00:30.881840+00:00,x,y,2021-09-06 04:00:00+00:00,2021-09-06 06:00:00+00:00,alpha,True,15,1,a-1,1741,10227
497,497.0,2021-08-27 13:24:01.943062+00:00,x,y,2021-09-05 11:00:00+00:00,2021-09-05 13:00:00+00:00,gamma,True,20,1,c-4,497,9645
3210,3210.0,2021-05-29 19:47:47.221706+00:00,x,y,2021-06-05 13:00:00+00:00,2021-06-05 15:00:00+00:00,alpha,True,15,1,a-5,3210,9900
2317,2317.0,2021-08-10 08:02:46.795358+00:00,x,y,2021-08-17 04:40:00+00:00,2021-08-17 06:40:00+00:00,omega,True,20,1,d-1,2317,10227
1120,1120.0,2021-04-19 10:47:03.640197+00:00,x,y,2021-04-24 05:00:00+00:00,2021-04-24 07:00:00+00:00,alpha,True,35,1,a-1,1120,8739
4540,4540.0,2021-08-20 17:43:29.933897+00:00,x,y,2021-09-23 17:00:00+00:00,2021-09-23 18:59:00+00:00,gamma,True,20,2,c-6,4540,8739
3767,3767.0,2021-05-28 15:22:31.285313+00:00,x,y,2021-05-29 11:00:00+00:00,2021-05-29 13:00:00+00:00,gamma,True,20,1,c-4,3767,10227
1101,1101.0,2021-08-28 22:57:03.639515+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,True,20,1,c-4,1101,8739
1588,1588.0,2021-01-20 19:01:59.575359+00:00,x,y,2021-01-26 05:15:00+00:00,2021-01-26 07:25:00+00:00,alpha,True,0,0,a-1,1588,10400
479,479.0,2021-06-17 07:29:52.171497+00:00,x,y,2021-06-26 09:45:00+00:00,2021-06-26 11:45:00+00:00,gamma,True,20,1,c-2,479,8650
3128,3128.0,2021-05-12 14:47:15.259922+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,True,20,2,c-6,3128,8739
1388,1388.0,2021-08-06 11:44:03.391537+00:00,x,y,2021-08-12 11:00:00+00:00,2021-08-12 12:55:00+00:00,beta,True,40,0,b-69,1388,10227
1606,1606.0,2021-08-06 19:21:23.948550+00:00,x,y,2021-08-07 10:35:00+00:00,2021-08-07 12:35:00+00:00,omega,True,20,1,d-3,1606,8650
3740,3740.0,2021-04-07 07:59:23.663848+00:00,x,y,2021-04-08 05:00:00+00:00,2021-04-08 07:00:00+00:00,gamma,True,0,0,c-2,3740,10227
1840,1840.0,2021-07-12 14:30:11.602373+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20,2,c-4,1840,8697
3225,3225.0,2021-08-07 10:32:34.458108+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,20,1,a-9,3225,9900
1571,1571.0,2021-06-01 08:33:37.208336+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,True,20,0,b-69,1571,9877
138,138.0,2021-03-13 07:22:34.766529+00:00,x,y,2021-03-25 15:30:00+00:00,2021-03-25 17:30:00+00:00,alpha,True,35,1,a-7,138,10227
1871,1871.0,2021-06-05 18:09:13.098619+00:00,x,y,2021-06-06 10:00:00+00:00,2021-06-06 12:00:00+00:00,alpha,True,15,1,a-7,1871,8739
1984,1984.0,2021-08-01 17:41:44.914343+00:00,x,y,2021-08-12 14:00:00+00:00,2021-08-12 16:00:00+00:00,gamma,True,20,1,c-4,1984,8739
4840,4840.0,2021-01-11 04:49:04.927728+00:00,x,y,2021-01-19 05:00:00+00:00,2021-01-19 07:00:00+00:00,gamma,True,0,0,c-2,4840,8697
3694,3694.0,2021-01-21 09:59:46.109202+00:00,x,y,2021-03-07 05:00:00+00:00,2021-03-07 07:00:00+00:00,gamma,True,32,1,c-2,3694,10227
