Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
4085,2021-08-18 16:58:25.497003+00:00,x,y,2021-08-30 13:00:00+00:00,2021-08-30 15:00:00+00:00,alpha,TRUE,15,1,a-9
4086,2021-06-24 19:46:17.860969+00:00,x,y,2021-07-09 17:00:00+00:00,2021-07-09 18:59:00+00:00,gamma,TRUE,20,1,c-6
4087,2021-07-27 03:14:40.081443+00:00,x,y,2021-08-28 05:00:00+00:00,2021-08-28 06:55:00+00:00,beta,TRUE,20,0,b-1
4088,2021-08-22 04:38:02.308435+00:00,x,y,2021-08-30 10:30:00+00:00,2021-08-30 12:25:00+00:00,beta,TRUE,20,0,b-69
4089,2021-06-09 18:05:28.126674+00:00,x,y,2021-07-15 11:00:00+00:00,2021-07-15 12:55:00+00:00,beta,TRUE,20,0,b-69
4090,2021-08-20 16:04:18.316132+00:00,x,y,2021-08-30 04:00:00+00:00,2021-08-30 06:00:00+00:00,alpha,TRUE,20,1,a-1
4091,2021-05-14 04:27:55.124299+00:00,x,y,2021-05-23 14:00:00+00:00,2021-05-23 15:55:00+00:00,beta,TRUE,20,0,b-9
4092,2021-05-30 14:07:36.141718+00:00,x,y,2021-06-20 13:00:00+00:00,2021-06-20 15:00:00+00:00,alpha,TRUE,15,1,a-5
4093,2021-05-08 19:27:20.859535+00:00,x,y,2021-05-19 16:00:00+00:00,2021-05-19 18:00:00+00:00,alpha,TRUE,35,1,a-7
4094,2021-05-13 19:50:00.102963+00:00,x,y,2021-05-16 17:00:00+00:00,2021-05-16 18:59:00+00:00,gamma,TRUE,20,2,c-6
4095,2021-06-22 06:18:46.037280+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,TRUE,20,2,c-6
4096,2021-08-09 17:32:19.925193+00:00,x,y,2021-08-22 10:35:00+00:00,2021-08-22 12:35:00+00:00,omega,TRUE,20,1,d-3
4097,2021-06-18 08:20:00.288636+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,TRUE,35,1,a-9
4098,2021-05-04 21:58:01.564469+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,TRUE,20,1,c-6
4099,2021-03-16 13:39:32.108949+00:00,x,y,2021-03-18 14:00:00+00:00,2021-03-18 15:55:00+00:00,beta,TRUE,40,0,b-9
4100,2021-03-29 17:50:56.067589+00:00,x,y,2021-04-05 08:00:00+00:00,2021-04-05 09:55:00+00:00,beta,TRUE,20,0,b-67
4101,2021-06-22 02:10:35.064813+00:00,x,y,2021-07-09 16:00:00+00:00,2021-07-09 18:00:00+00:00,alpha,TRUE,15,1,a-23
4102,2021-04-11 08:25:06.069740+00:00,x,y,2021-04-17 14:00:00+00:00,2021-04-17 15:55:00+00:00,beta,TRUE,20,0,b-9
4103,2021-08-20 11:36:47.012661+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,TRUE,20,2,c-2
4104,2021-06-30 19:29:35.798519+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,TRUE,15,1,a-9
4105,2021-02-08 19:02:42.132695+00:00,x,y,2021-03-05 13:30:00+00:00,2021-03-05 15:40:00+00:00,alpha,TRUE,20,1,a-5
4106,2021-07-06 00:02:43.610329+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,TRUE,40,0,b-69
4107,2021-06-01 11:28:15.312005+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,TRUE,15,1,a-23
4108,2021-04-15 08:10:44.724884+00:00,x,y,2021-05-14 11:00:00+00:00,2021-05-14 12:55:00+00:00,beta,TRUE,20,0,b-69
4109,2021-08-27 08:37:20.037162+00:00,x,y,2021-09-17 14:00:00+00:00,2021-09-17 15:55:00+00:00,beta,TRUE,20,0,b-9
4110,2021-05-14 16:23:19.505061+00:00,x,y,2021-05-19 16:00:00+00:00,2021-05-19 18:00:00+00:00,alpha,TRUE,15,1,a-7
4111,2021-08-20 23:50:17.773535+00:00,x,y,2021-08-23 08:00:00+00:00,2021-08-23 09:55:00+00:00,beta,TRUE,40,0,b-73
4112,2021-08-17 17:48:57.978216+00:00,x,y,2021-09-30 04:00:00+00:00,2021-09-30 06:00:00+00:00,alpha,TRUE,15,1,a-1
4113,2021-08-05 16:22:51.076368+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,TRUE,15,1,a-7
4114,2021-08-12 11:35:31.703588+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,TRUE,20,2,c-6
4115,2021-05-24 10:28:19.493581+00:00,x,y,2021-07-03 05:00:00+00:00,2021-07-03 07:00:00+00:00,alpha,TRUE,15,1,a-1
4116,2021-02-03 17:03:54.645711+00:00,x,y,2021-02-19 11:00:00+00:00,2021-02-19 13:00:00+00:00,gamma,TRUE,32,1,c-4
4117,2021-02-19 12:04:09.658131+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,TRUE,20,1,c-6
4118,2021-06-24 12:37:44.314764+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 15:55:00+00:00,beta,TRUE,40,0,b-9
4119,2021-08-09 21:39:06.662758+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,TRUE,20,1,a-23
4120,2021-02-03 07:37:26.725297+00:00,x,y,2021-02-28 13:00:00+00:00,2021-02-28 15:00:00+00:00,alpha,TRUE,0,0,a-5
4121,2021-07-27 04:30:07.688738+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,TRUE,15,1,a-9
4122,2021-08-12 18:56:16.766455+00:00,x,y,2021-08-19 17:05:00+00:00,2021-08-19 19:05:00+00:00,omega,TRUE,20,1,d-5
4123,2021-07-30 05:12:23.013651+00:00,x,y,2021-08-04 04:00:00+00:00,2021-08-04 06:00:00+00:00,alpha,TRUE,15,1,a-1
4124,2021-07-05 08:45:05.304784+00:00,x,y,2021-08-04 11:00:00+00:00,2021-08-04 12:55:00+00:00,beta,TRUE,40,0,b-69
4125,2021-07-01 10:28:53.596722+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 15:55:00+00:00,beta,TRUE,40,0,b-9
4126,2021-06-09 15:21:34.214403+00:00,x,y,2021-06-21 05:00:00+00:00,2021-06-21 07:00:00+00:00,gamma,TRUE,20,2,c-2
4127,2021-07-09 21:09:01.802885+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,TRUE,35,1,a-5
4128,2021-07-01 04:26:50.930988+00:00,x,y,2021-07-16 10:00:00+00:00,2021-07-16 12:00:00+00:00,alpha,TRUE,15,1,a-7
4129,2021-07-14 19:55:25.788587+00:00,x,y,2021-07-23 10:00:00+00:00,2021-07-23 12:00:00+00:00,alpha,TRUE,15,1,a-7
4130,2021-02-10 05:25:04.416650+00:00,x,y,2021-02-25 11:00:00+00:00,2021-02-25 12:55:00+00:00,beta,TRUE,35,0,b-69
4131,2021-06-14 08:08:46.131704+00:00,x,y,2021-06-16 17:00:00+00:00,2021-06-16 18:59:00+00:00,gamma,TRUE,20,2,c-6
4132,2021-06-10 21:52:53.669602+00:00,x,y,2021-07-04 04:00:00+00:00,2021-07-04 06:00:00+00:00,alpha,TRUE,35,1,a-1
4133,2021-08-10 17:24:26.079002+00:00,x,y,2021-08-24 13:00:00+00:00,2021-08-24 15:00:00+00:00,alpha,TRUE,15,1,a-9
4134,2021-04-28 23:42:11.098533+00:00,x,y,2021-05-01 11:00:00+00:00,2021-05-01 13:00:00+00:00,gamma,TRUE,20,1,c-4
4135,2021-08-27 23:11:31.209290+00:00,x,y,2021-09-04 10:00:00+00:00,2021-09-04 12:00:00+00:00,alpha,TRUE,15,1,a-7
4136,2021-05-15 12:44:54.847528+00:00,x,y,2021-05-31 16:00:00+00:00,2021-05-31 18:00:00+00:00,alpha,TRUE,35,1,a-7
4137,2021-03-08 19:38:55.101279+00:00,x,y,2021-03-12 05:00:00+00:00,2021-03-12 07:00:00+00:00,gamma,TRUE,20,1,c-2
4138,2021-04-23 09:23:47.487375+00:00,x,y,2021-05-05 16:00:00+00:00,2021-05-05 18:00:00+00:00,alpha,TRUE,15,1,a-7
4139,2021-04-26 20:15:00.712524+00:00,x,y,2021-05-13 05:00:00+00:00,2021-05-13 06:55:00+00:00,beta,TRUE,20,0,b-1
4140,2021-04-24 15:18:32.671202+00:00,x,y,2021-04-27 11:00:00+00:00,2021-04-27 13:00:00+00:00,gamma,TRUE,20,2,c-4
4141,2021-07-06 18:25:53.142596+00:00,x,y,2021-07-30 13:00:00+00:00,2021-07-30 15:00:00+00:00,alpha,TRUE,15,1,a-9
4142,2021-06-01 11:41:29.910072+00:00,x,y,2021-06-09 10:05:00+00:00,2021-06-09 12:00:00+00:00,alpha,TRUE,15,1,a-7
4143,2021-04-07 11:29:00.168776+00:00,x,y,2021-04-11 05:00:00+00:00,2021-04-11 07:00:00+00:00,alpha,TRUE,15,1,a-1
4144,2021-05-06 15:55:45.146315+00:00,x,y,2021-05-30 15:30:00+00:00,2021-05-30 17:30:00+00:00,alpha,TRUE,15,1,a-7
4145,2021-07-21 07:55:55.307186+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,TRUE,35,1,a-1
4146,2021-08-01 03:26:23.368520+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,TRUE,20,1,c-4
4147,2021-08-16 11:52:30.345871+00:00,x,y,2021-08-17 05:00:00+00:00,2021-08-17 06:55:00+00:00,beta,TRUE,20,0,b-1
4148,2021-07-06 15:47:51.351618+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,TRUE,20,2,c-4
4149,2021-07-29 23:05:14.818578+00:00,x,y,2021-08-02 05:00:00+00:00,2021-08-02 06:55:00+00:00,beta,TRUE,40,0,b-1
4150,2021-07-13 21:12:33.963466+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,TRUE,20,1,c-6
4151,2021-08-15 20:04:28.205570+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,TRUE,20,1,a-1
4152,2021-06-04 04:31:02.323705+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 07:00:00+00:00,gamma,TRUE,20,2,c-2
4153,2021-08-22 18:24:37.171403+00:00,x,y,2021-09-07 07:00:00+00:00,2021-09-07 09:00:00+00:00,alpha,TRUE,20,1,a-5
4154,2021-08-06 15:46:08.258844+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,TRUE,20,1,a-1
4155,2021-06-28 14:26:31.497828+00:00,x,y,2021-07-05 10:35:00+00:00,2021-07-05 12:35:00+00:00,gamma,TRUE,20,2,c-2
4156,2021-07-07 10:05:45.347053+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,TRUE,15,1,a-5
4157,2021-06-14 08:07:57.144877+00:00,x,y,2021-06-16 07:00:00+00:00,2021-06-16 09:00:00+00:00,alpha,TRUE,35,1,a-5
4158,2021-06-05 13:00:18.656362+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,TRUE,20,1,c-6
4159,2021-04-30 00:57:34.384487+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,gamma,TRUE,20,2,c-2
4160,2021-05-16 12:35:36.298965+00:00,x,y,2021-05-24 10:00:00+00:00,2021-05-24 12:00:00+00:00,alpha,TRUE,15,1,a-9
4161,2021-05-09 18:30:40.907578+00:00,x,y,2021-05-10 14:00:00+00:00,2021-05-10 15:55:00+00:00,beta,TRUE,20,0,b-9
4162,2021-07-23 04:35:00.477215+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,TRUE,35,1,a-7
4163,2021-01-15 11:25:38.147766+00:00,x,y,2021-01-23 16:00:00+00:00,2021-01-23 18:10:00+00:00,alpha,TRUE,0,0,a-7
4164,2021-01-02 11:41:28.723335+00:00,x,y,2021-01-05 11:00:00+00:00,2021-01-05 12:55:00+00:00,beta,FALSE,20,0,b-69
4165,2021-05-22 16:41:22.674482+00:00,x,y,2021-06-10 14:00:00+00:00,2021-06-10 15:55:00+00:00,beta,TRUE,20,0,b-9
4166,2021-07-06 16:39:23.749330+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,TRUE,15,1,a-23
4167,2021-06-21 17:16:22.812291+00:00,x,y,2021-07-09 07:00:00+00:00,2021-07-09 09:00:00+00:00,alpha,TRUE,35,1,a-5
4168,2021-02-04 16:28:12.561430+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 07:00:00+00:00,gamma,TRUE,32,1,c-2
4169,2021-05-11 05:32:02.582733+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,TRUE,20,1,c-6
4170,2021-05-03 18:06:38.369008+00:00,x,y,2021-05-04 13:30:00+00:00,2021-05-04 15:30:00+00:00,alpha,TRUE,15,1,a-5
4171,2021-03-18 18:57:51.934861+00:00,x,y,2021-03-19 11:00:00+00:00,2021-03-19 13:00:00+00:00,gamma,TRUE,20,2,c-4
4172,2021-03-15 09:36:01.255134+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 07:00:00+00:00,gamma,TRUE,20,1,c-2
4173,2021-06-26 14:39:15.667860+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,TRUE,20,1,c-6
4174,2021-05-31 12:44:51.310519+00:00,x,y,2021-06-13 10:00:00+00:00,2021-06-13 12:00:00+00:00,alpha,TRUE,35,1,a-9
4175,2021-06-29 09:51:25.630861+00:00,x,y,2021-07-07 16:45:00+00:00,2021-07-07 18:45:00+00:00,gamma,TRUE,20,1,c-6
4176,2021-06-15 08:16:49.924623+00:00,x,y,2021-07-03 14:00:00+00:00,2021-07-03 15:55:00+00:00,beta,TRUE,20,0,b-9
4177,2021-05-31 19:54:28.957744+00:00,x,y,2021-06-11 10:00:00+00:00,2021-06-11 12:00:00+00:00,alpha,TRUE,15,1,a-7
4178,2021-06-22 10:32:37.765530+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,TRUE,35,1,a-5
4179,2021-02-07 17:26:14.923409+00:00,x,y,2021-02-09 05:15:00+00:00,2021-02-09 07:25:00+00:00,alpha,TRUE,0,0,a-1
4180,2021-06-30 18:02:41.870415+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 16:00:00+00:00,gamma,TRUE,20,2,c-4
4181,2021-06-04 04:27:38.214484+00:00,x,y,2021-06-13 13:00:00+00:00,2021-06-13 15:00:00+00:00,alpha,TRUE,15,1,a-9
4182,2021-08-31 19:51:03.382671+00:00,x,y,2021-09-27 07:00:00+00:00,2021-09-27 09:00:00+00:00,alpha,TRUE,20,1,a-5
4183,2021-08-04 00:10:31.542149+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,TRUE,15,1,a-5
4184,2021-08-24 19:26:49.599579+00:00,x,y,2021-09-09 07:00:00+00:00,2021-09-09 09:00:00+00:00,alpha,TRUE,20,1,a-5
4185,2021-06-18 08:08:31.094093+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,TRUE,35,1,a-9
4186,2021-04-19 11:51:17.264852+00:00,x,y,2021-05-24 05:00:00+00:00,2021-05-24 07:00:00+00:00,gamma,TRUE,20,1,c-2
4187,2021-07-22 13:19:47.237782+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,TRUE,20,1,c-6
4188,2021-06-27 12:02:58.379407+00:00,x,y,2021-06-30 05:00:00+00:00,2021-06-30 06:55:00+00:00,beta,TRUE,40,0,b-1
4189,2021-02-08 03:25:28.858536+00:00,x,y,2021-04-06 17:00:00+00:00,2021-04-06 18:59:00+00:00,gamma,TRUE,32,1,c-6
4190,2021-07-26 08:20:06.317843+00:00,x,y,2021-08-07 04:00:00+00:00,2021-08-07 06:00:00+00:00,alpha,TRUE,35,1,a-1
4191,2021-01-22 17:16:07.058163+00:00,x,y,2021-02-19 17:00:00+00:00,2021-02-19 18:59:00+00:00,gamma,TRUE,32,2,c-6
4192,2021-06-20 04:49:41.590320+00:00,x,y,2021-07-11 13:00:00+00:00,2021-07-11 15:00:00+00:00,alpha,TRUE,35,1,a-9
4193,2021-05-05 00:09:16.292514+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,gamma,TRUE,20,2,c-2
4194,2021-05-17 16:57:00.518202+00:00,x,y,2021-05-29 10:00:00+00:00,2021-05-29 12:00:00+00:00,alpha,TRUE,15,1,a-9
4195,2021-07-24 01:20:02.016168+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 16:00:00+00:00,gamma,TRUE,20,2,c-4
4196,2021-07-30 17:47:49.720693+00:00,x,y,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,gamma,TRUE,20,1,c-2
4197,2021-06-28 15:18:05.481821+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,TRUE,15,1,a-7
4198,2021-08-14 05:27:41.449693+00:00,x,y,2021-08-17 07:00:00+00:00,2021-08-17 09:00:00+00:00,alpha,TRUE,20,1,a-5
4199,2021-05-09 09:42:22.531245+00:00,x,y,2021-05-13 16:00:00+00:00,2021-05-13 18:00:00+00:00,alpha,TRUE,15,1,a-7
4200,2021-03-15 11:11:00.007873+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 13:00:00+00:00,gamma,TRUE,20,1,c-4
4201,2021-04-22 12:35:28.184894+00:00,x,y,2021-06-05 17:00:00+00:00,2021-06-05 18:59:00+00:00,gamma,TRUE,20,2,c-6
4202,2021-02-26 19:28:19.420829+00:00,x,y,2021-03-16 17:00:00+00:00,2021-03-16 18:59:00+00:00,gamma,TRUE,20,1,c-6
4203,2021-05-26 07:11:08.867813+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 13:00:00+00:00,gamma,TRUE,20,1,c-4
4204,2021-07-24 10:34:10.078927+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,TRUE,20,2,c-2
4205,2021-08-24 05:57:09.300804+00:00,x,y,2021-09-01 10:00:00+00:00,2021-09-01 12:00:00+00:00,alpha,TRUE,15,1,a-7
4206,2021-08-27 21:44:45.570651+00:00,x,y,2021-09-20 13:00:00+00:00,2021-09-20 15:00:00+00:00,alpha,TRUE,20,1,a-9
4207,2021-05-14 17:07:49.234760+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,TRUE,20,1,c-6
4208,2021-04-28 06:55:08.552106+00:00,x,y,2021-05-03 17:00:00+00:00,2021-05-03 18:59:00+00:00,gamma,TRUE,20,2,c-6
4209,2021-06-18 17:08:42.920465+00:00,x,y,2021-06-26 16:00:00+00:00,2021-06-26 18:00:00+00:00,alpha,TRUE,15,1,a-23
4210,2021-07-05 17:44:31.289367+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,TRUE,20,1,c-6
4211,2021-08-16 02:38:53.306536+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,TRUE,20,1,a-1
4212,2021-01-21 17:38:32.041254+00:00,x,y,2021-02-19 16:00:00+00:00,2021-02-19 18:10:00+00:00,alpha,TRUE,20,1,a-7
4213,2021-05-07 11:10:40.800345+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,alpha,TRUE,35,1,a-1
4214,2021-02-05 08:11:00.248202+00:00,x,y,2021-03-11 05:15:00+00:00,2021-03-11 07:25:00+00:00,alpha,TRUE,0,0,a-1
4215,2021-07-11 04:57:16.087367+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,TRUE,35,1,a-7
4216,2021-08-20 08:25:40.409686+00:00,x,y,2021-09-02 16:00:00+00:00,2021-09-02 18:00:00+00:00,alpha,TRUE,20,1,a-23
4217,2021-08-14 11:08:58.586286+00:00,x,y,2021-08-17 14:00:00+00:00,2021-08-17 15:55:00+00:00,beta,TRUE,40,0,b-9
4218,2021-07-06 18:11:09.466440+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,TRUE,15,1,a-5
4219,2021-08-22 06:37:32.601875+00:00,x,y,2021-09-18 13:00:00+00:00,2021-09-18 15:00:00+00:00,alpha,TRUE,20,1,a-9
4220,2021-08-01 10:30:03.953413+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,TRUE,20,1,c-6
4221,2021-04-30 06:29:37.930490+00:00,x,y,2021-05-04 16:00:00+00:00,2021-05-04 18:00:00+00:00,alpha,TRUE,35,1,a-7
4222,2021-08-28 22:21:25.451243+00:00,x,y,2021-08-29 05:00:00+00:00,2021-08-29 06:55:00+00:00,beta,TRUE,40,0,b-1
4223,2021-06-06 08:54:48.628400+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,TRUE,35,1,a-1
4224,2021-08-26 04:50:53.026980+00:00,x,y,2021-08-28 04:00:00+00:00,2021-08-28 06:00:00+00:00,alpha,TRUE,15,1,a-1
4225,2021-08-05 17:07:56.019547+00:00,x,y,2021-08-13 14:00:00+00:00,2021-08-13 16:00:00+00:00,gamma,TRUE,20,2,c-4
4226,2021-03-17 08:52:03.115550+00:00,x,y,2021-03-25 11:00:00+00:00,2021-03-25 13:00:00+00:00,gamma,TRUE,20,1,c-4
4227,2021-02-03 11:54:28.917058+00:00,x,y,2021-02-05 11:00:00+00:00,2021-02-05 13:00:00+00:00,gamma,TRUE,0,0,c-4
4228,2021-06-20 07:00:42.388699+00:00,x,y,2021-08-14 04:00:00+00:00,2021-08-14 06:00:00+00:00,alpha,TRUE,15,1,a-1
4229,2021-04-06 14:14:13.921363+00:00,x,y,2021-04-09 11:00:00+00:00,2021-04-09 12:55:00+00:00,beta,TRUE,20,0,b-69
4230,2021-05-16 15:32:48.301213+00:00,x,y,2021-05-20 11:00:00+00:00,2021-05-20 12:55:00+00:00,beta,TRUE,20,0,b-69
4231,2021-08-12 20:22:40.165308+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,TRUE,20,1,a-5
4232,2021-08-19 09:52:56.149120+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,TRUE,15,1,a-5
4233,2021-07-16 15:29:56.338905+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,TRUE,35,1,a-9
4234,2021-04-11 06:27:15.878316+00:00,x,y,2021-04-11 13:30:00+00:00,2021-04-11 15:30:00+00:00,alpha,TRUE,15,1,a-5
4235,2021-07-03 13:39:32.755153+00:00,x,y,2021-07-24 04:00:00+00:00,2021-07-24 06:00:00+00:00,alpha,TRUE,15,1,a-1
4236,2021-06-30 17:25:12.650753+00:00,x,y,2021-07-07 11:00:00+00:00,2021-07-07 12:55:00+00:00,beta,TRUE,40,0,b-69
4237,2021-04-06 07:37:50.409638+00:00,x,y,2021-04-19 17:00:00+00:00,2021-04-19 18:59:00+00:00,gamma,TRUE,20,2,c-6
4238,2021-03-18 19:01:37.155175+00:00,x,y,2021-03-26 11:00:00+00:00,2021-03-26 13:00:00+00:00,gamma,TRUE,20,1,c-4
4239,2021-08-22 11:28:00.069217+00:00,x,y,2021-09-05 10:35:00+00:00,2021-09-05 12:35:00+00:00,omega,TRUE,20,1,d-3
4240,2021-06-30 18:55:00.222618+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,TRUE,20,1,c-6
4241,2021-07-23 11:46:34.445141+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,TRUE,15,1,a-1
4242,2021-07-22 11:05:53.364546+00:00,x,y,2021-07-24 13:00:00+00:00,2021-07-24 15:00:00+00:00,alpha,TRUE,35,1,a-9
4243,2021-08-01 03:56:52.114528+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,TRUE,35,1,a-1
4244,2021-07-05 03:27:04.338281+00:00,x,y,2021-07-16 07:00:00+00:00,2021-07-16 09:00:00+00:00,alpha,TRUE,35,1,a-5
4245,2021-07-13 03:26:14.216272+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,TRUE,20,2,c-4
4246,2021-06-16 20:51:57.429873+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,TRUE,15,1,a-5
4247,2021-07-04 14:04:35.638480+00:00,x,y,2021-07-13 11:00:00+00:00,2021-07-13 12:55:00+00:00,beta,TRUE,40,0,b-69
4248,2021-01-04 19:48:38.840117+00:00,x,y,2021-01-10 13:00:00+00:00,2021-01-10 15:00:00+00:00,alpha,TRUE,20,1,a-5
4249,2021-03-16 11:34:38.498040+00:00,x,y,2021-03-20 05:00:00+00:00,2021-03-20 07:00:00+00:00,gamma,TRUE,20,2,c-2
4250,2021-08-25 13:24:35.542050+00:00,x,y,2021-09-08 10:00:00+00:00,2021-09-08 12:00:00+00:00,alpha,TRUE,20,1,a-7
4251,2021-02-05 00:35:39.633205+00:00,x,y,2021-02-20 14:00:00+00:00,2021-02-20 15:55:00+00:00,beta,TRUE,35,0,b-9
4252,2021-08-24 19:15:03.341326+00:00,x,y,2021-08-30 14:00:00+00:00,2021-08-30 16:00:00+00:00,gamma,TRUE,20,2,c-4
4253,2021-04-25 15:47:26.822674+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,gamma,TRUE,20,2,c-2
4254,2021-03-13 18:06:39.253616+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,gamma,TRUE,20,1,c-2
4255,2021-03-17 10:40:14.639317+00:00,x,y,2021-03-27 11:00:00+00:00,2021-03-27 13:00:00+00:00,gamma,TRUE,20,2,c-4
4256,2021-06-19 04:38:54.833096+00:00,x,y,2021-07-14 14:00:00+00:00,2021-07-14 16:00:00+00:00,gamma,TRUE,20,2,c-4
4257,2021-06-05 13:56:24.123212+00:00,x,y,2021-06-29 04:00:00+00:00,2021-06-29 06:00:00+00:00,alpha,TRUE,15,1,a-1
4258,2021-08-24 19:59:54.570749+00:00,x,y,2021-09-03 16:00:00+00:00,2021-09-03 18:00:00+00:00,alpha,TRUE,20,1,a-23
4259,2021-02-14 05:38:13.991904+00:00,x,y,2021-03-03 05:15:00+00:00,2021-03-03 07:25:00+00:00,alpha,TRUE,35,1,a-1
4260,2021-05-08 15:22:54.637448+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,TRUE,20,2,c-6
4261,2021-07-26 04:16:44.639855+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,TRUE,35,1,a-5
4262,2021-05-31 23:17:21.168608+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,TRUE,35,1,a-7
4263,2021-08-31 19:37:39.441298+00:00,x,y,2021-09-19 16:00:00+00:00,2021-09-19 18:00:00+00:00,alpha,TRUE,20,1,a-23
